Source,Dataset,ID,Cycle,Chemistry,Profile,FSI,KI,DoD_%,T_avg_C,T_stress_norm,C_peak_norm,DCSS,RBF,CVI,SoH_%,Q_Ah,Health_Label
External,NASA_B0050,B0050,17,LiCoO2,CC,0.5016,0.3013,0.0,7.6,0.84,1.006,0.5555,1.8435,0.1382,0.0,0.0,End_of_Life
External,NASA_B0050,B0050,18,LiCoO2,CC,1.0904,2.1884,8.98,7.2,0.84,1.0071,0.7554,0.3451,1.3662,20.8,0.1796,End_of_Life
External,NASA_B0050,B0050,19,LiCoO2,CC,0.5943,0.1171,58.96,12.06,0.84,1.0088,0.2328,1.9855,0.3521,100.0,1.1792,Healthy
External,NASA_B0050,B0050,20,LiCoO2,CC,1.1502,2.4235,4.81,7.6,0.84,1.0057,0.7018,0.2896,0.3138,11.14,0.0962,End_of_Life
External,NASA_B0050,B0050,21,LiCoO2,CC,0.8423,1.321,13.9,10.19,0.84,1.006,0.965,0.7305,0.3421,32.22,0.2781,End_of_Life
External,NASA_B0051,B0051,1,LiCoO2,CC,0.6732,0.6124,32.17,13.52,0.84,0.9952,0.8848,1.4447,0.2495,100.0,0.6435,Healthy
External,NASA_B0051,B0051,2,LiCoO2,CC,0.7316,0.5365,64.66,12.33,0.84,0.995,0.8279,1.5428,0.2873,100.0,1.2932,Healthy
External,NASA_B0051,B0051,3,LiCoO2,CC,0.7395,0.5895,61.44,11.79,0.84,0.9954,0.8693,1.4747,0.2852,100.0,1.2289,Healthy
External,NASA_B0051,B0051,4,LiCoO2,CC,0.7303,0.5692,60.2,11.79,0.84,0.9951,0.8543,1.5007,0.3005,100.0,1.2039,Healthy
External,NASA_B0051,B0051,5,LiCoO2,CC,0.7245,0.2174,100.0,14.86,0.84,0.9962,0.4126,1.8969,0.3215,100.0,2.3309,Healthy
External,NASA_B0051,B0051,6,LiCoO2,CC,0.9251,1.2994,50.46,9.41,0.84,0.9953,0.9584,0.7375,0.3185,100.0,1.0093,Healthy
External,NASA_B0051,B0051,7,LiCoO2,CC,0.7203,0.638,47.83,12.0,0.84,0.9964,0.9009,1.4121,0.3406,100.0,0.9566,Healthy
External,NASA_B0051,B0051,8,LiCoO2,CC,0.7441,0.741,45.1,11.42,0.84,0.9951,0.9502,1.2823,0.3283,100.0,0.902,Healthy
External,NASA_B0051,B0051,9,LiCoO2,CC,0.7285,0.694,44.49,11.8,0.84,0.9954,0.9306,1.3408,0.352,100.0,0.8898,Healthy
External,NASA_B0051,B0051,10,LiCoO2,CC,0.7781,0.8622,44.15,10.94,0.84,0.9955,0.9821,1.139,0.3325,100.0,0.8831,Healthy
External,NASA_B0051,B0051,11,LiCoO2,CC,0.6483,0.4456,42.16,11.88,0.84,0.9961,0.7391,1.6579,0.3163,100.0,0.8431,Healthy
External,NASA_B0051,B0051,12,LiCoO2,CC,0.7546,0.8073,41.33,11.1,0.84,0.9954,0.9708,1.2025,0.3362,100.0,0.8266,Healthy
External,NASA_B0051,B0051,13,LiCoO2,CC,0.7644,0.8364,41.76,11.41,0.84,0.9951,0.9773,1.1684,0.3582,100.0,0.8353,Healthy
External,NASA_B0051,B0051,14,LiCoO2,CC,0.6414,0.4396,40.13,12.2,0.84,0.9959,0.7325,1.6653,0.346,100.0,0.8026,Healthy
External,NASA_B0051,B0051,15,LiCoO2,CC,0.6348,0.4254,39.2,11.83,0.84,0.9958,0.7162,1.6833,0.3273,100.0,0.7839,Healthy
External,NASA_B0051,B0051,16,LiCoO2,CC,0.6209,0.3765,39.55,11.84,0.84,0.9954,0.6555,1.7406,0.3235,100.0,0.7911,Healthy
External,NASA_B0051,B0051,17,LiCoO2,CC,0.4994,0.3012,0.0,7.05,0.84,0.995,0.549,1.8229,0.1669,0.0,0.0,End_of_Life
External,NASA_B0051,B0051,18,LiCoO2,CC,0.6591,0.5134,38.27,12.01,0.84,0.9971,0.8078,1.5729,0.3396,100.0,0.7655,Healthy
External,NASA_B0051,B0051,19,LiCoO2,CC,0.7204,0.7153,38.66,11.69,0.84,0.9956,0.9401,1.3143,0.3564,100.0,0.7732,Healthy
External,NASA_B0051,B0051,20,LiCoO2,CC,0.6105,0.3546,38.03,11.99,0.84,0.9954,0.6261,1.7653,0.3428,100.0,0.7605,Healthy
External,NASA_B0051,B0051,21,LiCoO2,CC,0.6396,0.461,36.88,12.37,0.84,0.9953,0.7559,1.6393,0.3591,100.0,0.7376,Healthy
External,NASA_B0051,B0051,22,LiCoO2,CC,0.6108,0.3636,36.96,11.81,0.84,0.9968,0.6383,1.7554,0.3385,100.0,0.7392,Healthy
External,NASA_B0051,B0051,23,LiCoO2,CC,0.6449,0.4929,35.07,12.09,0.84,0.9967,0.7889,1.6006,0.3613,100.0,0.7015,Healthy
External,NASA_B0051,B0051,24,LiCoO2,CC,0.6242,0.4227,35.24,11.8,0.84,0.9966,0.7137,1.6881,0.3391,100.0,0.7047,Healthy
External,NASA_B0051,B0051,25,LiCoO2,CC,0.6472,0.5104,33.89,12.08,0.84,0.9969,0.8056,1.5784,0.364,100.0,0.6778,Healthy
External,NASA_B0052,B0052,1,LiCoO2,CC,0.6133,0.3198,43.03,13.15,0.84,0.999,0.5789,1.8087,0.1991,100.0,0.8607,Healthy
External,NASA_B0052,B0052,2,LiCoO2,CC,0.7313,0.4809,70.92,11.75,0.84,0.9988,0.7789,1.619,0.2548,100.0,1.4183,Healthy
External,NASA_B0052,B0052,3,LiCoO2,CC,0.7342,0.51,68.54,11.38,0.84,0.9994,0.8074,1.582,0.2569,100.0,1.3707,Healthy
External,NASA_B0052,B0052,4,LiCoO2,CC,0.7263,0.4917,67.58,11.24,0.84,0.999,0.7899,1.6053,0.2504,100.0,1.3516,Healthy
External,NASA_B0053,B0053,1,LiCoO2,CC,0.5743,0.0968,53.46,11.99,0.84,1.0079,0.1929,1.9936,0.3673,100.0,1.0691,Healthy
External,NASA_B0053,B0053,2,LiCoO2,CC,0.5837,0.093,57.7,12.06,0.84,1.0079,0.1856,1.9953,0.4015,100.0,1.1541,Healthy
External,NASA_B0053,B0053,3,LiCoO2,CC,0.5835,0.0939,57.51,11.97,0.84,1.0079,0.1873,1.9953,0.4196,100.0,1.1502,Healthy
External,NASA_B0053,B0053,4,LiCoO2,CC,0.5813,0.0947,56.53,11.99,0.84,1.0079,0.1888,1.9947,0.4093,100.0,1.1306,Healthy
External,NASA_B0053,B0053,5,LiCoO2,CC,0.5803,0.0951,56.09,12.0,0.84,1.0077,0.1896,1.9947,0.4143,100.0,1.1218,Healthy
External,NASA_B0053,B0053,6,LiCoO2,CC,0.5793,0.0953,55.68,12.13,0.84,1.0076,0.19,1.9945,0.4106,100.0,1.1136,Healthy
External,NASA_B0053,B0053,7,LiCoO2,CC,0.576,0.0951,54.32,12.33,0.84,1.0083,0.1896,1.9944,0.4213,100.0,1.0865,Healthy
External,NASA_B0053,B0053,8,LiCoO2,CC,0.5733,0.0955,53.24,12.16,0.84,1.0081,0.1904,1.9945,0.4305,99.59,1.0647,Healthy
External,NASA_B0053,B0053,9,LiCoO2,CC,0.5755,0.0961,54.05,12.13,0.84,1.008,0.1918,1.9943,0.4461,100.0,1.0809,Healthy
External,NASA_B0053,B0053,10,LiCoO2,CC,0.5762,0.0966,54.26,12.25,0.84,1.0079,0.1926,1.9942,0.4154,100.0,1.0853,Healthy
External,NASA_B0053,B0053,11,LiCoO2,CC,0.5717,0.0965,52.52,12.19,0.84,1.0073,0.1925,1.9941,0.4301,98.25,1.0505,Healthy
External,NASA_B0053,B0053,12,LiCoO2,CC,0.5767,0.0975,54.27,12.16,0.84,1.0088,0.1944,1.9937,0.4095,100.0,1.0854,Healthy
External,NASA_B0053,B0053,13,LiCoO2,CC,0.572,0.0971,52.54,12.29,0.84,1.0076,0.1936,1.994,0.4296,98.29,1.0508,Healthy
External,NASA_B0053,B0053,14,LiCoO2,CC,0.5735,0.0977,53.05,12.13,0.84,1.0081,0.1949,1.9937,0.4475,99.23,1.0609,Healthy
External,NASA_B0053,B0053,15,LiCoO2,CC,0.5747,0.098,53.53,12.36,0.84,1.0076,0.1953,1.9936,0.4143,100.0,1.0706,Healthy
External,NASA_B0053,B0053,16,LiCoO2,CC,0.5691,0.0982,51.2,12.13,0.84,1.0079,0.1958,1.9937,0.4383,95.78,1.024,Healthy
External,NASA_B0053,B0053,17,LiCoO2,CC,0.5745,0.0986,53.35,12.3,0.84,1.0076,0.1966,1.9931,0.4099,99.81,1.0671,Healthy
External,NASA_B0053,B0053,18,LiCoO2,CC,0.5696,0.0984,51.4,12.37,0.84,1.0077,0.1963,1.9931,0.4292,96.14,1.0279,Healthy
External,NASA_B0053,B0053,19,LiCoO2,CC,0.5705,0.0989,51.63,12.13,0.84,1.0087,0.1971,1.9933,0.4472,96.58,1.0325,Healthy
External,NASA_B0053,B0053,20,LiCoO2,CC,0.5737,0.0999,52.8,12.15,0.84,1.0084,0.1991,1.9926,0.419,98.77,1.0559,Healthy
External,NASA_B0053,B0053,21,LiCoO2,CC,0.5718,0.0992,52.23,12.49,0.84,1.0075,0.1978,1.9929,0.423,97.7,1.0445,Healthy
External,NASA_B0053,B0053,22,LiCoO2,CC,0.5705,0.0985,51.77,12.21,0.84,1.0078,0.1963,1.9928,0.4109,96.84,1.0353,Healthy
External,NASA_B0053,B0053,23,LiCoO2,CC,0.5756,0.0985,53.82,12.53,0.84,1.0076,0.1963,1.9929,0.4109,100.0,1.0763,Healthy
External,NASA_B0053,B0053,24,LiCoO2,CC,0.5711,0.1004,51.76,12.16,0.84,1.0081,0.2,1.9924,0.4379,96.83,1.0352,Healthy
External,NASA_B0053,B0053,25,LiCoO2,CC,0.5731,0.0997,52.57,12.5,0.84,1.0087,0.1987,1.9926,0.4206,98.34,1.0514,Healthy
External,NASA_B0053,B0053,26,LiCoO2,CC,0.5742,0.1007,53.02,12.13,0.84,1.0075,0.2006,1.9922,0.4331,99.18,1.0603,Healthy
External,NASA_B0053,B0053,27,LiCoO2,CC,0.5696,0.1002,51.18,12.44,0.84,1.0078,0.1997,1.9926,0.4299,95.75,1.0237,Healthy
External,NASA_B0053,B0053,28,LiCoO2,CC,0.5725,0.1007,52.33,12.5,0.84,1.0076,0.2005,1.9923,0.41,97.89,1.0466,Healthy
External,NASA_B0053,B0053,29,LiCoO2,CC,0.5673,0.1007,50.16,12.41,0.84,1.0086,0.2008,1.9925,0.4321,93.82,1.0031,Healthy
External,NASA_B0053,B0053,30,LiCoO2,CC,0.5729,0.1017,52.31,12.13,0.84,1.0081,0.2025,1.9919,0.444,97.85,1.0462,Healthy
External,NASA_B0053,B0053,31,LiCoO2,CC,0.5689,0.1015,50.78,12.49,0.84,1.0076,0.2023,1.9921,0.4242,94.99,1.0156,Healthy
External,NASA_B0053,B0053,32,LiCoO2,CC,0.5704,0.102,51.25,12.14,0.84,1.0082,0.2032,1.9916,0.4511,95.87,1.025,Healthy
External,NASA_B0053,B0053,33,LiCoO2,CC,0.5646,0.1017,49.01,12.4,0.84,1.0077,0.2028,1.9919,0.4323,91.67,0.9801,Healthy
External,NASA_B0053,B0053,34,LiCoO2,CC,0.572,0.1028,51.84,12.19,0.84,1.0078,0.2048,1.9916,0.4307,96.97,1.0368,Healthy
External,NASA_B0053,B0053,35,LiCoO2,CC,0.5708,0.1028,51.34,12.32,0.84,1.0079,0.2047,1.9917,0.4206,96.04,1.0268,Healthy
External,NASA_B0053,B0053,36,LiCoO2,CC,0.5693,0.1028,50.75,12.46,0.84,1.0081,0.2048,1.9916,0.4166,94.94,1.015,Healthy
External,NASA_B0053,B0053,37,LiCoO2,CC,0.5663,0.1028,49.52,12.49,0.84,1.0081,0.2048,1.9916,0.4293,92.64,0.9905,Healthy
External,NASA_B0053,B0053,38,LiCoO2,CC,0.5693,0.1031,50.73,12.5,0.84,1.0079,0.2054,1.9913,0.4178,94.9,1.0146,Healthy
External,NASA_B0053,B0053,39,LiCoO2,CC,0.5655,0.103,49.06,12.5,0.84,1.0098,0.2052,1.9915,0.433,91.77,0.9811,Healthy
External,NASA_B0053,B0053,40,LiCoO2,CC,0.5682,0.1036,50.21,12.23,0.84,1.0081,0.2064,1.9913,0.4556,93.92,1.0042,Healthy
External,NASA_B0053,B0053,41,LiCoO2,CC,0.5689,0.1041,50.39,12.38,0.84,1.0086,0.2076,1.991,0.4197,94.26,1.0078,Healthy
External,NASA_B0053,B0053,42,LiCoO2,CC,0.5659,0.1048,49.12,12.62,0.84,1.0081,0.2086,1.9909,0.4331,91.89,0.9825,Healthy
External,NASA_B0053,B0053,43,LiCoO2,CC,0.5804,0.1005,55.48,12.83,0.84,1.0078,0.2002,1.9919,0.3797,100.0,1.1097,Healthy
External,NASA_B0053,B0053,44,LiCoO2,CC,0.581,0.101,55.68,12.59,0.84,1.0077,0.2012,1.992,0.3937,100.0,1.1137,Healthy
External,NASA_B0053,B0053,45,LiCoO2,CC,0.5718,0.1012,51.93,12.5,0.84,1.0081,0.2018,1.9922,0.4266,97.13,1.0385,Healthy
External,NASA_B0053,B0053,46,LiCoO2,CC,0.577,0.1025,53.84,12.55,0.84,1.008,0.2042,1.9916,0.404,100.0,1.0769,Healthy
External,NASA_B0053,B0053,47,LiCoO2,CC,0.5765,0.1028,53.61,12.43,0.84,1.008,0.2047,1.9914,0.4292,100.0,1.0722,Healthy
External,NASA_B0053,B0053,48,LiCoO2,CC,0.5691,0.1031,50.62,12.52,0.84,1.0083,0.2052,1.9913,0.4283,94.7,1.0125,Healthy
External,NASA_B0053,B0053,49,LiCoO2,CC,0.5711,0.1037,51.4,12.39,0.84,1.0076,0.2064,1.9909,0.4287,96.15,1.028,Healthy
External,NASA_B0053,B0053,50,LiCoO2,CC,0.5714,0.1034,51.52,12.86,0.84,1.0079,0.2059,1.9913,0.4199,96.38,1.0304,Healthy
External,NASA_B0053,B0053,51,LiCoO2,CC,0.5748,0.1044,52.78,12.45,0.84,1.0076,0.2079,1.9909,0.4269,98.73,1.0556,Healthy
External,NASA_B0053,B0053,52,LiCoO2,CC,0.5679,0.1042,50.06,12.72,0.84,1.0076,0.2075,1.991,0.4228,93.64,1.0011,Healthy
External,NASA_B0053,B0053,53,LiCoO2,CC,0.5741,0.1053,52.33,12.48,0.84,1.0084,0.2097,1.9905,0.4082,97.9,1.0467,Healthy
External,NASA_B0053,B0053,54,LiCoO2,CC,0.5741,0.1057,52.36,12.53,0.84,1.0076,0.2103,1.9902,0.4104,97.95,1.0472,Healthy
External,NASA_B0053,B0053,55,LiCoO2,CC,0.5695,0.1048,50.51,12.9,0.84,1.0088,0.2086,1.9906,0.4228,94.49,1.0103,Healthy
External,NASA_B0053,B0053,56,LiCoO2,CC,0.8343,1.4104,0.0,6.16,0.84,1.0059,0.9476,0.6718,0.1835,0.0,0.0,End_of_Life
External,NASA_B0054,B0054,1,LiCoO2,CC,0.7577,0.8459,37.0,12.46,0.84,1.0071,0.9907,1.1711,0.3815,100.0,0.7399,Healthy
External,NASA_B0054,B0054,2,LiCoO2,CC,0.6979,0.4687,58.33,13.23,0.84,1.0073,0.7729,1.649,0.3387,100.0,1.1665,Healthy
External,NASA_B0054,B0054,3,LiCoO2,CC,0.7116,0.5399,55.26,12.77,0.84,1.0072,0.8407,1.5572,0.3486,100.0,1.1053,Healthy
External,NASA_B0054,B0054,4,LiCoO2,CC,0.5737,0.0842,54.8,14.49,0.84,1.0074,0.1681,1.9975,0.4695,100.0,1.096,Healthy
External,NASA_B0054,B0054,5,LiCoO2,CC,0.7216,0.5855,53.77,12.21,0.84,1.0076,0.8769,1.4976,0.3306,100.0,1.0754,Healthy
External,NASA_B0054,B0054,6,LiCoO2,CC,0.5703,0.0854,53.28,14.38,0.84,1.0077,0.1705,1.997,0.4847,100.0,1.0655,Healthy
External,NASA_B0054,B0054,7,LiCoO2,CC,0.6806,0.4566,52.84,12.65,0.84,1.0073,0.7599,1.6641,0.351,100.0,1.0568,Healthy
External,NASA_B0054,B0054,8,LiCoO2,CC,0.5848,0.1424,52.25,13.5,0.84,1.0072,0.2807,1.9716,0.4441,100.0,1.0449,Healthy
External,NASA_B0054,B0054,9,LiCoO2,CC,0.7105,0.561,52.29,12.31,0.84,1.0073,0.8582,1.5296,0.356,100.0,1.0458,Healthy
External,NASA_B0054,B0054,10,LiCoO2,CC,0.7074,0.5621,50.91,12.45,0.84,1.0075,0.859,1.5282,0.3724,100.0,1.0182,Healthy
External,NASA_B0054,B0054,11,LiCoO2,CC,0.5829,0.1451,51.13,13.39,0.84,1.0075,0.2858,1.9701,0.4487,100.0,1.0226,Healthy
External,NASA_B0054,B0054,12,LiCoO2,CC,0.7164,0.5835,51.95,12.05,0.84,1.0074,0.8753,1.5,0.3339,100.0,1.0389,Healthy
External,NASA_B0054,B0054,13,LiCoO2,CC,0.6226,0.2798,50.87,14.03,0.84,1.0072,0.522,1.8654,0.46,100.0,1.0173,Healthy
External,NASA_B0054,B0054,14,LiCoO2,CC,0.7131,0.5749,51.66,11.99,0.84,1.0072,0.8691,1.5115,0.3355,100.0,1.0332,Healthy
External,NASA_B0054,B0054,15,LiCoO2,CC,0.7133,0.5853,50.48,11.96,0.84,1.0073,0.8768,1.4979,0.3452,100.0,1.0095,Healthy
External,NASA_B0054,B0054,16,LiCoO2,CC,0.6011,0.2211,49.31,14.3,0.84,1.0075,0.424,1.9179,0.4831,100.0,0.9862,Healthy
External,NASA_B0054,B0054,17,LiCoO2,CC,0.5985,0.2035,50.4,14.01,0.84,1.0073,0.3931,1.9315,0.4642,100.0,1.008,Healthy
External,NASA_B0054,B0054,18,LiCoO2,CC,0.6038,0.2179,50.77,13.83,0.84,1.0073,0.4185,1.9205,0.4658,100.0,1.0153,Healthy
External,NASA_B0054,B0054,19,LiCoO2,CC,0.6265,0.2958,50.53,13.79,0.84,1.0073,0.5473,1.8496,0.4662,100.0,1.0107,Healthy
External,NASA_B0054,B0054,20,LiCoO2,CC,0.707,0.5639,50.52,12.01,0.84,1.0075,0.8605,1.5258,0.3436,100.0,1.0104,Healthy
External,NASA_B0054,B0054,21,LiCoO2,CC,0.5987,0.2156,49.01,14.22,0.84,1.0076,0.4145,1.9224,0.48,100.0,0.9801,Healthy
External,NASA_B0054,B0054,22,LiCoO2,CC,0.6182,0.2302,55.08,13.82,0.84,1.007,0.4397,1.9101,0.4522,100.0,1.1017,Healthy
External,NASA_B0054,B0054,23,LiCoO2,CC,0.6985,0.5053,54.13,12.3,0.84,1.008,0.8096,1.602,0.3595,100.0,1.0827,Healthy
External,NASA_B0054,B0054,24,LiCoO2,CC,0.6081,0.2139,52.88,13.92,0.84,1.0085,0.4115,1.9237,0.4816,100.0,1.0575,Healthy
External,NASA_B0054,B0054,25,LiCoO2,CC,0.6205,0.2641,51.93,13.74,0.84,1.0072,0.4966,1.8804,0.4657,100.0,1.0386,Healthy
External,NASA_B0054,B0054,26,LiCoO2,CC,0.6083,0.2365,50.37,14.02,0.84,1.0072,0.4505,1.9051,0.4727,100.0,1.0073,Healthy
External,NASA_B0054,B0054,27,LiCoO2,CC,0.7085,0.567,50.8,11.91,0.84,1.0072,0.8629,1.5219,0.3419,100.0,1.016,Healthy
External,NASA_B0054,B0054,28,LiCoO2,CC,0.6998,0.538,50.79,12.31,0.84,1.007,0.8391,1.5596,0.3654,100.0,1.0158,Healthy
External,NASA_B0054,B0054,29,LiCoO2,CC,0.6777,0.4702,50.08,12.84,0.84,1.0073,0.7745,1.6471,0.4125,100.0,1.0015,Healthy
External,NASA_B0054,B0054,30,LiCoO2,CC,0.5975,0.2111,49.06,14.03,0.84,1.0074,0.4065,1.9257,0.4659,100.0,0.9812,Healthy
External,NASA_B0054,B0054,31,LiCoO2,CC,0.6969,0.5352,49.94,12.21,0.84,1.0074,0.8367,1.5633,0.3686,100.0,0.9987,Healthy
External,NASA_B0054,B0054,32,LiCoO2,CC,0.598,0.2224,47.92,14.16,0.84,1.0075,0.4264,1.9167,0.4819,100.0,0.9584,Healthy
External,NASA_B0054,B0054,33,LiCoO2,CC,0.6135,0.2651,49.0,13.88,0.84,1.0072,0.4982,1.8792,0.463,100.0,0.9801,Healthy
External,NASA_B0054,B0054,34,LiCoO2,CC,0.7033,0.568,48.6,12.0,0.84,1.0072,0.8636,1.5205,0.3625,100.0,0.972,Healthy
External,NASA_B0054,B0054,35,LiCoO2,CC,0.6125,0.2663,48.47,13.96,0.84,1.0074,0.5001,1.8783,0.473,100.0,0.9693,Healthy
External,NASA_B0054,B0054,36,LiCoO2,CC,0.6038,0.2463,47.4,14.14,0.84,1.007,0.4671,1.8964,0.4871,100.0,0.948,Healthy
External,NASA_B0054,B0054,37,LiCoO2,CC,0.6182,0.2877,48.19,13.86,0.84,1.0072,0.5344,1.8577,0.4725,100.0,0.9639,Healthy
External,NASA_B0054,B0054,38,LiCoO2,CC,0.6956,0.5438,48.41,12.3,0.84,1.007,0.8439,1.5519,0.3741,100.0,0.9682,Healthy
External,NASA_B0054,B0054,39,LiCoO2,CC,0.5973,0.2276,47.04,14.21,0.84,1.0072,0.4353,1.9125,0.4799,100.0,0.9407,Healthy
External,NASA_B0054,B0054,40,LiCoO2,CC,0.6602,0.427,48.09,13.23,0.84,1.0092,0.7264,1.7011,0.4427,100.0,0.9618,Healthy
External,NASA_B0054,B0054,41,LiCoO2,CC,0.6994,0.5712,46.66,12.1,0.84,1.007,0.8661,1.5163,0.3776,100.0,0.9332,Healthy
External,NASA_B0054,B0054,42,LiCoO2,CC,0.5901,0.2074,46.57,14.32,0.84,1.0071,0.3999,1.9284,0.4756,100.0,0.9313,Healthy
External,NASA_B0054,B0054,43,LiCoO2,CC,0.6102,0.247,49.88,14.08,0.84,1.0072,0.4682,1.8955,0.4596,100.0,0.9976,Healthy
External,NASA_B0054,B0054,44,LiCoO2,CC,0.6026,0.2276,49.17,14.07,0.84,1.0069,0.4352,1.9122,0.4559,100.0,0.9833,Healthy
External,NASA_B0054,B0054,45,LiCoO2,CC,0.6951,0.5331,49.52,12.24,0.84,1.007,0.8349,1.5659,0.3742,100.0,0.9904,Healthy
External,NASA_B0054,B0054,46,LiCoO2,CC,0.5958,0.2186,47.5,14.18,0.84,1.0072,0.4197,1.9199,0.4718,100.0,0.95,Healthy
External,NASA_B0054,B0054,47,LiCoO2,CC,0.5999,0.2314,47.63,14.1,0.84,1.007,0.4419,1.9091,0.4704,100.0,0.9526,Healthy
External,NASA_B0054,B0054,48,LiCoO2,CC,0.6098,0.2927,44.25,14.07,0.84,1.007,0.5422,1.8522,0.4248,100.0,0.885,Healthy
External,NASA_B0054,B0054,49,LiCoO2,CC,0.6055,0.2328,49.69,14.08,0.84,1.0073,0.4442,1.9079,0.449,100.0,0.9937,Healthy
External,NASA_B0054,B0054,50,LiCoO2,CC,0.6123,0.2549,49.78,13.88,0.84,1.007,0.4814,1.8886,0.4567,100.0,0.9955,Healthy
External,NASA_B0054,B0054,51,LiCoO2,CC,0.6013,0.2264,48.77,13.98,0.84,1.0071,0.4332,1.9132,0.4627,100.0,0.9754,Healthy
External,NASA_B0054,B0054,52,LiCoO2,CC,0.6036,0.2382,48.3,14.0,0.84,1.0071,0.4535,1.9033,0.4651,100.0,0.966,Healthy
External,NASA_B0054,B0054,53,LiCoO2,CC,0.6028,0.2388,47.87,14.09,0.84,1.0076,0.4543,1.9028,0.4661,100.0,0.9574,Healthy
External,NASA_B0054,B0054,54,LiCoO2,CC,0.6052,0.2585,46.47,14.3,0.84,1.0071,0.4874,1.8852,0.4741,100.0,0.9295,Healthy
External,NASA_B0054,B0054,55,LiCoO2,CC,0.6059,0.2598,46.62,14.12,0.84,1.0072,0.4897,1.8842,0.4861,100.0,0.9324,Healthy
External,NASA_B0054,B0054,56,LiCoO2,CC,0.6814,0.5021,47.73,12.65,0.84,1.0072,0.8066,1.6062,0.4002,100.0,0.9546,Healthy
External,NASA_B0054,B0054,57,LiCoO2,CC,0.5943,0.2201,46.65,14.22,0.84,1.008,0.4223,1.9186,0.4701,100.0,0.933,Healthy
External,NASA_B0054,B0054,58,LiCoO2,CC,0.6027,0.2529,46.16,14.14,0.84,1.0071,0.4782,1.8905,0.4904,100.0,0.9233,Healthy
External,NASA_B0054,B0054,59,LiCoO2,CC,0.6007,0.2447,46.29,14.09,0.84,1.0077,0.4643,1.8976,0.4637,100.0,0.9258,Healthy
External,NASA_B0054,B0054,60,LiCoO2,CC,0.6022,0.2541,45.81,14.2,0.84,1.0072,0.48,1.8894,0.4882,100.0,0.9163,Healthy
External,NASA_B0054,B0054,61,LiCoO2,CC,0.6781,0.4977,46.94,12.67,0.84,1.007,0.8023,1.6117,0.4061,100.0,0.9387,Healthy
External,NASA_B0054,B0054,62,LiCoO2,CC,0.5929,0.2234,45.79,14.27,0.84,1.0072,0.428,1.916,0.4718,100.0,0.9159,Healthy
External,NASA_B0054,B0054,63,LiCoO2,CC,0.6944,0.5598,46.01,12.17,0.84,1.007,0.8571,1.5311,0.3842,100.0,0.9203,Healthy
External,NASA_B0054,B0054,64,LiCoO2,CC,0.5892,0.213,45.56,14.24,0.84,1.0071,0.4098,1.924,0.4629,100.0,0.9111,Healthy
External,NASA_B0054,B0054,65,LiCoO2,CC,0.5979,0.2473,44.9,14.28,0.84,1.0073,0.4689,1.8955,0.4883,100.0,0.8981,Healthy
External,NASA_B0054,B0054,66,LiCoO2,CC,0.6881,0.5355,46.39,12.32,0.84,1.0072,0.8371,1.5629,0.391,100.0,0.9279,Healthy
External,NASA_B0054,B0054,67,LiCoO2,CC,0.5902,0.2157,45.59,14.02,0.84,1.0077,0.4148,1.9221,0.4678,100.0,0.9118,Healthy
External,NASA_B0054,B0054,68,LiCoO2,CC,0.598,0.2491,44.68,14.31,0.84,1.008,0.472,1.8938,0.4784,100.0,0.8936,Healthy
External,NASA_B0054,B0054,69,LiCoO2,CC,0.6057,0.2685,45.5,14.21,0.84,1.0069,0.5038,1.8757,0.4672,100.0,0.9101,Healthy
External,NASA_B0054,B0054,70,LiCoO2,CC,0.6027,0.258,45.57,14.34,0.84,1.007,0.4866,1.8855,0.4625,100.0,0.9115,Healthy
External,NASA_B0054,B0054,71,LiCoO2,CC,0.6826,0.515,46.69,12.52,0.84,1.0068,0.8186,1.5893,0.4028,100.0,0.9337,Healthy
External,NASA_B0054,B0054,72,LiCoO2,CC,0.5919,0.2274,44.91,14.32,0.84,1.0073,0.435,1.9123,0.4702,100.0,0.8982,Healthy
External,NASA_B0054,B0054,73,LiCoO2,CC,0.6112,0.2853,45.7,13.82,0.84,1.0069,0.5308,1.8598,0.4701,100.0,0.9139,Healthy
External,NASA_B0054,B0054,74,LiCoO2,CC,0.5965,0.2519,43.82,14.23,0.84,1.0071,0.4764,1.8914,0.4855,100.0,0.8765,Healthy
External,NASA_B0054,B0054,75,LiCoO2,CC,0.5946,0.2417,44.27,14.34,0.84,1.0073,0.4593,1.9003,0.4696,100.0,0.8855,Healthy
External,NASA_B0054,B0054,76,LiCoO2,CC,0.5977,0.2531,44.1,14.15,0.84,1.0073,0.4785,1.8903,0.4927,100.0,0.8819,Healthy
External,NASA_B0054,B0054,77,LiCoO2,CC,0.6317,0.3563,45.23,13.55,0.84,1.0088,0.6359,1.7846,0.463,100.0,0.9046,Healthy
External,NASA_B0054,B0054,78,LiCoO2,CC,0.5937,0.2437,43.67,14.28,0.84,1.0072,0.4627,1.8986,0.4843,100.0,0.8735,Healthy
External,NASA_B0054,B0054,79,LiCoO2,CC,0.6626,0.4606,45.16,12.93,0.84,1.0078,0.7642,1.6592,0.4317,100.0,0.9031,Healthy
External,NASA_B0054,B0054,80,LiCoO2,CC,0.59,0.2324,43.56,14.23,0.84,1.0069,0.4435,1.9082,0.4894,100.0,0.8712,Healthy
