Source,Current_Mode,Dataset,ID,Sequence,Q_discharge_Ah,Q_nominal_Ah,SoH_%,DoD_%,CapFade_%,dSoH_per_cycle,EFC,Health_Label,C_rate_mean,C_rate_peak,T_avg_C,T_stress_norm,KI,KI_Source,RPA_ms2,CVI,RBF,DCSS,DCSS_Source,DCSS_Band,FSI,FSI_Source,FSI_Severity,Drive_Profile_Label,Fleet_DCSS_Equivalent,Profile_Rationale,Degradation_Driver,Expected_dSoH_from_FSI,Trip_ID,Distance_km,Drive_Time_min
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2484,0.2102,1.1,19.11,19.11,80.89,0.04,474.69,End_of_Life,0.324,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.202,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2485,0.2109,1.1,19.17,19.17,80.83,0.06,476.37,End_of_Life,0.324,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2021,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2486,0.212,1.1,19.27,19.27,80.73,0.1,479.05,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2024,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2487,0.2072,1.1,18.83,18.83,81.17,-0.44,468.3,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2013,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2488,0.1978,1.1,17.98,17.98,82.02,-0.85,447.34,End_of_Life,0.32,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1992,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2489,0.1937,1.1,17.61,17.61,82.39,-0.37,438.31,End_of_Life,0.315,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1982,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2490,0.1902,1.1,17.29,17.29,82.71,-0.32,430.52,End_of_Life,0.313,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1974,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2491,0.1874,1.1,17.04,17.04,82.96,-0.25,424.47,End_of_Life,0.308,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1968,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2492,0.1857,1.1,16.88,16.88,83.12,-0.16,420.65,End_of_Life,0.308,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1964,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2493,0.1845,1.1,16.77,16.77,83.23,-0.11,418.08,End_of_Life,0.307,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1961,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2494,0.1825,1.1,16.59,16.59,83.41,-0.18,413.75,End_of_Life,0.305,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1957,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2495,0.1804,1.1,16.4,16.4,83.6,-0.19,409.18,End_of_Life,0.304,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1952,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2496,0.1795,1.1,16.32,16.32,83.68,-0.08,407.35,End_of_Life,0.304,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.195,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2497,0.1755,1.1,15.95,15.95,84.05,-0.37,398.27,End_of_Life,0.302,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1941,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2498,0.1727,1.1,15.7,15.7,84.3,-0.25,392.19,End_of_Life,0.299,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1934,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2499,0.1699,1.1,15.44,15.44,84.56,-0.26,385.85,End_of_Life,0.297,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1928,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2500,0.1676,1.1,15.23,15.23,84.77,-0.21,380.75,End_of_Life,0.295,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1923,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2501,0.1659,1.1,15.08,15.08,84.92,-0.15,377.15,End_of_Life,0.293,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1919,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2502,0.1841,1.1,16.74,16.74,83.26,1.66,418.83,End_of_Life,0.299,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.196,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2503,0.1945,1.1,17.68,17.68,82.32,0.94,442.53,End_of_Life,0.31,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1984,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2504,0.2002,1.1,18.2,18.2,81.8,0.52,455.73,End_of_Life,0.317,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.1997,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2505,0.2037,1.1,18.52,18.52,81.48,0.32,463.93,End_of_Life,0.321,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2005,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2506,0.2059,1.1,18.72,18.72,81.28,0.2,469.12,End_of_Life,0.322,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.201,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2507,0.2073,1.1,18.84,18.84,81.16,0.12,472.32,End_of_Life,0.325,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2013,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2508,0.2084,1.1,18.94,18.94,81.06,0.1,475.02,End_of_Life,0.324,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2015,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2509,0.2092,1.1,19.02,19.02,80.98,0.08,477.21,End_of_Life,0.326,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2017,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2510,0.2104,1.1,19.12,19.12,80.88,0.1,479.91,End_of_Life,0.326,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.202,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2511,0.21,1.1,19.09,19.09,80.91,-0.03,479.35,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2019,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2512,0.2095,1.1,19.04,19.04,80.96,-0.05,478.28,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2513,0.2093,1.1,19.03,19.03,80.97,-0.01,478.22,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2514,0.2093,1.1,19.03,19.03,80.97,0.0,478.41,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2515,0.2094,1.1,19.03,19.03,80.97,0.0,478.6,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2516,0.2096,1.1,19.05,19.05,80.95,0.02,479.3,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2517,0.2096,1.1,19.06,19.06,80.94,0.01,479.74,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2518,0.2096,1.1,19.05,19.05,80.95,-0.01,479.68,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2519,0.2097,1.1,19.06,19.06,80.94,0.01,480.12,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2520,0.2095,1.1,19.05,19.05,80.95,-0.01,480.06,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2521,0.2093,1.1,19.03,19.03,80.97,-0.02,479.75,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2522,0.2094,1.1,19.03,19.03,80.97,0.0,479.94,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2523,0.2095,1.1,19.05,19.05,80.95,0.02,480.63,End_of_Life,0.327,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2524,0.2126,1.1,19.33,19.33,80.67,0.28,487.89,End_of_Life,0.328,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2025,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2525,0.2154,1.1,19.58,19.58,80.42,0.25,494.39,End_of_Life,0.331,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2031,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
Lab,Constant Current (CC),CALCE_CS2,CS2_24,2526,0.2171,1.1,19.73,19.73,80.27,0.15,498.38,End_of_Life,0.331,0.5,25.0,0.4167,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.6074,Mapped from Fleet DNA percentile matching profile label,High,0.2035,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Low,UDDS_like,"Moderate-High (DCSS~0.54, p80 Fleet DNA)","CALCE CS2: DST/FUDS profiles ~ city stop-start (high KI, UDDS p80)",Primary: high cycle count (1000+) + cumulative capacity loss; CC at 0.5C; KI=0,,,,
